date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-02-09,9.2,5.8,13.2,0,,338,12.2,,1024.2,
2022-02-10,10.7,6.2,14.6,0,,356,5.5,,1027.5,
2022-02-11,10.8,5.5,17.8,0,,55,3.3,,1024.7,
2022-02-12,12.8,7.1,18,0,,90,5.2,,1024.5,
2022-02-13,11.2,8.8,13.3,,,1,8.4,,1025.2,
2022-02-14,10.1,6.1,15.4,0,,12,3.2,,1024.7,
2022-02-15,11.1,7.3,16.4,0,,52,4.2,,1024,
2022-02-16,12.8,8.7,18.1,0,,121,6,,1019.9,
2022-02-17,11.8,9.5,17.6,5.6,,158,5.7,,1013.4,
2022-02-18,13.5,7.9,19.4,0.3,,332,6.2,,1014.3,
2022-02-19,13.3,9.1,19.1,0,,56,3.4,,1020.9,
2022-02-20,13.5,10.1,16.3,0,,358,3.1,,1019.3,
2022-02-21,14.9,11,22,0,,4,2.9,,1014.1,
2022-02-22,14.3,10.4,20,0,,167,4.6,,1005.7,
2022-02-23,13.3,11,16.1,0,,4,11,,1012.1,
2022-02-24,10.6,8.2,13.3,0,,355,14.8,,1017.4,
2022-02-25,11.3,7.2,16.4,0.3,,345,5.5,,1019.1,
2022-02-26,11.5,7,17,0,,63,3.9,,1019.1,
2022-02-27,12.4,10.4,16.8,,,151,11.2,,1015.5,
2022-02-28,9.4,7.3,15.7,1,,18,6.3,,1018,
2022-03-01,8.9,7.1,11.8,1.8,,41,10,,1019.3,
2022-03-02,7.8,6.4,9.7,0,,14,14.4,,1014.7,
2022-03-03,8.8,4.3,14,0,,345,6.6,,1016.2,
2022-03-04,11.5,8,16.7,0,,351,4.9,,1014.4,
2022-03-05,12.3,10,16.9,0,,11,4.2,,1011.6,
2022-03-06,13.3,9.7,18.1,2.5,,336,5.5,,1009.6,
2022-03-07,12.3,7.7,17.6,0,,333,6.5,,1012.3,
2022-03-08,11.1,8.7,16.2,0,,358,7.4,,1010.8,
2022-03-09,7.3,6,9.6,0,,10,11.6,,1012,
2022-03-10,4.1,2,6,,,357,13.1,,1017.7,
2022-03-11,3.2,1.1,6.4,1.3,,8,11.8,,1024.8,
2022-03-12,3.1,-0.1,7.2,0,,14,9.2,,1027.1,
2022-03-13,5.6,1.2,11.7,0,,0,6.7,,1029.3,
2022-03-14,6.6,4.1,11.1,0,,14,7.9,,1032.7,
2022-03-15,8.8,3.2,14.7,0,,3,5.4,,1035,
2022-03-16,10.7,5.9,16.6,0,,66,4,,1026.7,
2022-03-17,12.2,8,17.9,0,,8,7.9,,1023.8,
2022-03-18,7.4,5.1,11.1,0,,20,17.1,,1032.4,
2022-03-19,5.6,3.5,8.5,0,,15,16.2,,1035.2,
2022-03-20,4.9,1.7,7.2,3.6,,11,17,,1032.5,
2022-03-21,6.6,5,8.5,,,5,17.6,,1028.5,
2022-03-22,9.5,5,13.8,0.3,,358,16.6,,1023,
2022-03-23,7.9,5.7,11.1,5.1,,8,14.8,,1022.1,
2022-03-24,11.7,4,18.6,0,,354,7.9,,1022.6,
2022-03-25,15,8.5,21.5,,,323,6.3,,1021.2,
2022-03-26,14.6,10.7,19.7,0,,33,6.3,,1026.5,
2022-03-27,13.8,9.1,19.8,0,,138,5,,1028.6,
2022-03-28,14.9,12.3,19.6,0,,91,2.7,,1026.7,
2022-03-29,15.3,10.3,20.7,0,,150,5.6,,1018.3,
2022-03-30,15.3,10.3,20.2,0,,145,5.8,,1014.4,
2022-03-31,15.6,14.1,18.1,0,,127,10.4,,1011.9,
2022-04-01,18.2,15.2,23.8,0,,143,13.4,,1005.8,
2022-04-02,17.4,12.9,23.1,0,,225,7.7,,1009.2,
2022-04-03,16.3,11.5,21.6,0,,269,10.7,,1013.5,
2022-04-04,15.1,11.5,20.2,0,,357,5.6,,1017.8,
2022-04-05,15.2,11.9,19.7,0,,42,8.5,,1011.5,
2022-04-06,15.2,10.6,20.7,0,,281,4.9,,1013.6,
2022-04-07,17.4,14.1,23.3,0,,292,10.4,,1006.9,
2022-04-08,17.7,14.4,23.7,0,,314,13.3,,1010.4,
2022-04-09,18.2,13.8,23,0,,299,4.9,,1010.1,
2022-04-10,17.8,14.2,22.8,0,,291,11,,1007.6,
2022-04-11,13.9,12.4,17.9,0,,342,15.3,,1014.5,
2022-04-12,13.7,8.9,19.4,0,,93,5.3,,1021.4,
2022-04-13,14.8,10.2,19.7,0,,164,5.4,,1019.5,
2022-04-14,16.3,10.6,21,0,,69,4.9,,1020.9,
2022-04-15,16.6,11,23,0,,18,6.2,,1019.5,
2022-04-16,17,11.3,22.3,0,,94,3.8,,1013.9,
2022-04-17,15.2,13.3,18.3,0,,22,9.2,,1005.2,
2022-04-18,11.6,10,13.9,2.3,,25,9.7,,1007.1,
2022-04-19,12.9,9.4,18.2,1.8,,10,7.5,,1012.5,
2022-04-20,14.7,9.9,20,0,,250,5.4,,1016.2,
2022-04-21,16.6,11.2,22.8,0,,198,5.5,,1016.3,
2022-04-22,17.2,12.1,23.6,0,,158,6.8,,1013.3,
2022-04-23,17.7,13,23.6,0,,192,3.8,,1009.5,
2022-04-24,19.1,12.8,25.2,0,,234,4.1,,1010.7,
2022-04-25,20.7,15.6,26.1,0,,308,3.8,,1010.4,
2022-04-26,19.9,15.3,26.2,0,,270,5,,1011.4,
2022-04-27,20.4,13.8,27.4,0,,313,5.3,,1013.1,
2022-04-28,21.9,14.6,27.9,0,,14,5,,1013.3,
2022-04-29,20.7,18.2,24.2,0,,3,13.4,,1014.5,
2022-04-30,20.1,16.9,24.3,0,,4,13.5,,1016,
2022-05-01,18.9,16.1,24.2,0,,20,9.8,,1016.5,
2022-05-02,15.6,13.9,17.5,1.3,,356,7.7,,1012.2,
2022-05-03,16.4,11.2,21.9,0.5,,341,6.2,,1012.3,
2022-05-04,16.8,13.3,22.4,0,,15,4.8,,1017.4,
2022-05-05,18,12.1,24.9,0,,247,4.5,,1020.6,
2022-05-06,18.9,14.3,23.7,,,38,6.9,,1020.7,
2022-05-07,18.9,15.4,23.6,0,,14,10.6,,1018.2,
2022-05-08,18.8,14.6,24.3,0,,19,5.1,,1018,
2022-05-09,20.4,16.1,25.6,0,,5,8.6,,1018.3,
2022-05-10,20,15.5,26,0,,6,8.7,,1017.6,
2022-05-11,20.6,13,27.1,0,,6,6,,1018.3,
2022-05-12,22.5,15.1,28,0,,258,4.5,,1020.6,
2022-05-13,21.3,17,27.8,0,,188,4.5,,1018.2,
2022-05-14,20.4,15.8,26.3,0,,169,5.2,,1015.4,
2022-05-15,22.1,16,29.1,0,,191,3.2,,1017,
2022-05-16,23.9,19,30.1,0,,310,4.2,,1017.9,
2022-05-17,23.7,18.6,29.7,0,,137,4,,1016.3,
2022-05-18,23.8,19.1,30.1,0,,336,5.8,,1012.9,
2022-05-19,17,13.1,20.1,2,,13,19,,1022,
2022-05-20,19.8,15,23.6,0,,357,14.7,,1023,
2022-05-21,22.7,17.3,30,0,,344,8.8,,1016.9,
2022-05-22,22.9,15.4,28.8,0,,257,4.4,,1010.8,
2022-05-23,24.7,18.8,31.7,0,,265,5.2,,1009.6,
2022-05-24,24.2,20.4,29.8,0,,161,4.4,,1011.2,
2022-05-25,24.8,19.1,30.9,0,,165,3.8,,1015.3,
2022-05-26,25,19.1,31.7,0,,223,3.5,,1017.3,
2022-05-27,25.3,20.5,31.8,0,,287,6.3,,1015.9,
2022-05-28,26.4,20.3,33.6,0,,133,7.8,,1010.8,
2022-05-29,26.2,22.4,31.3,0,,139,13.2,,1006.2,
2022-05-30,24.2,20.1,31.1,0,,238,12.9,,1010.6,
2022-05-31,25.9,20.6,33.9,0,,240,9.4,,1013.8,
2022-06-01,25.4,21.5,32,0,,323,8,,1013.4,
2022-06-02,28.2,22.3,33.3,0,,351,13.5,,1012.5,
2022-06-03,29.4,25.5,33.3,0,,353,17.3,,1012.7,
2022-06-04,29.4,26.2,34.2,0,,356,17.2,,1014.2,
2022-06-05,28.6,24.2,36.4,0,,319,9.5,,1012.9,
2022-06-06,27.7,23.4,35.9,0,,297,7.8,,1011.4,
2022-06-07,24.8,21.7,30.1,0.3,,27,8.5,,1011.5,
2022-06-08,24.5,20.4,30,0,,139,9.4,,1010.2,
2022-06-09,25.1,19.6,30.9,0,,166,8.1,,1007.7,
2022-06-10,24.6,22.4,28.9,0,,175,14.7,,1005.1,
2022-06-11,23.4,20.6,28.1,0,,332,8.4,,1006.2,
2022-06-12,24.7,20.6,30.4,0,,327,11.4,,1008.9,
2022-06-13,25.9,20.7,31.5,0.5,,349,13.1,,1009.9,
2022-06-14,27.4,23.9,33,0,,5,8.3,,1011.8,
2022-06-15,27,21.7,31.9,0,,11,7.7,,1015.2,
2022-06-16,27.2,23.6,31.4,0,,11,9.9,,1015.9,
2022-06-17,26.4,22.5,32.3,0,,30,7.2,,1015.4,
2022-06-18,26.2,21.3,30.4,0,,356,10.8,,1013.4,
2022-06-19,25.3,22.1,29.1,0,,3,15,,1014.8,
2022-06-20,25.8,20.1,32.1,0,,303,5.9,,1013.3,
2022-06-21,26.9,21.2,34,0,,257,6.8,,1010.8,
2022-06-22,29.4,23.7,36.2,0,,324,4,,1010,
2022-06-23,30.7,24.9,37.1,0,,213,4.8,,1009.8,
2022-06-24,28.7,25.9,33.9,0,,28,8.6,,1010.9,
2022-06-25,27.1,22,33,0,,157,5.3,,1013.2,
2022-06-26,29,24.5,35.2,0,,49,6.5,,1012.4,
2022-06-27,27.1,22.1,33.1,0,,108,5.8,,1014.9,
2022-06-28,28.9,22.3,35.1,0,,19,7.3,,1014.1,
2022-06-29,28.9,25.3,33.4,0,,12,8.5,,1013.3,
2022-06-30,30,24.3,35.4,0,,4,8.7,,1011.6,
2022-07-01,30.4,25.7,35.5,0,,10,9.6,,1012.3,
2022-07-02,30.4,26,36.3,0,,9,10.6,,1013.4,
2022-07-03,29.1,26.2,32.4,0,,5,17.5,,1012.9,
2022-07-04,29.3,25.3,34,0,,357,14.1,,1011.7,
2022-07-05,29.5,24.3,34.1,0,,4,12.1,,1011.5,
2022-07-06,29.8,26.2,35.4,0,,19,7.8,,1010.6,
2022-07-07,28.7,24.4,36.1,0,,30,6.9,,1011.8,
2022-07-08,28.2,23.7,34.3,0,,143,5.3,,1011.1,
2022-07-09,24.7,21.4,30,0,,344,9.1,,1007.7,
2022-07-10,25.2,19.7,30.4,3,,0,11.7,,1009.8,
2022-07-11,26.4,21.1,33.7,0,,9,7.6,,1013,
2022-07-12,27.3,22.4,34,0,,27,7,,1015.9,
2022-07-13,26.2,23.6,31.1,0,,13,8,,1016.2,
2022-07-14,26.8,22,30.8,0,,0,14.6,,1014.2,
2022-07-15,29.5,26,34.2,0,,355,16,,1010.9,
2022-07-16,31.3,26.2,36.6,0,,357,10.3,,1013,
2022-07-17,32.2,29.1,36.4,0,,4,12.6,,1014.2,
2022-07-18,29.3,26.7,32.6,0,,6,15.6,,1016.3,
2022-07-19,26.1,23.5,29.6,0,,3,18.7,,1016.6,
2022-07-20,26.9,24.1,30.5,0,,12,15.8,,1015.5,
2022-07-21,29.3,23.9,34.1,0,,354,11.8,,1013.8,
2022-07-22,29.9,25.2,35.9,0,,5,6.2,,1013.4,
2022-07-23,31.3,25.1,36.9,0,,17,7.9,,1014.4,
2022-07-24,31.8,26,37.8,0,,17,4.8,,1012.4,
2022-07-25,30.5,25.9,37.4,0,,33,7.2,,1010.1,
2022-07-26,31,25,35.7,0,,30,8.4,,1009.4,
2022-07-27,30.9,23.7,36.3,0,,25,7.2,,1008.1,
2022-07-28,31.2,24.7,36.8,0,,356,8.2,,1008.4,
2022-07-29,30.8,25.5,35.9,0,,4,10.3,,1010.8,
2022-07-30,30.5,25.1,36,0,,14,7.6,,1010.5,
2022-07-31,29.6,24.2,35.8,0,,137,6.1,,1008.9,
2022-08-01,29.2,25.6,34.1,0,,53,8.5,,1008.6,
2022-08-02,29.8,24.7,34.7,0,,16,7.6,,1009.9,
2022-08-03,28.9,25.5,32.4,0,,5,13.5,,1011,
2022-08-04,29.5,26.3,33,0,,4,13.1,,1011.8,
2022-08-05,29.4,26,33.6,0,,356,11.3,,1011.3,
2022-08-06,30,26.4,34.1,0,,359,11.4,,1008.2,
2022-08-07,29.6,27.3,33,0,,4,12.8,,1007.4,
2022-08-08,28.7,26.5,31.9,0,,5,16.4,,1008.8,
2022-08-09,29.7,26.7,33.7,0,,4,15.3,,1010,
2022-08-10,29.8,26.6,33.6,0,,359,12.7,,1010.5,
2022-08-11,28.7,25.8,31.6,0,,7,13,,1011.3,
2022-08-12,28.8,25.6,33.1,0,,8,11.3,,1011.2,
2022-08-13,27.1,23.7,33.2,0,,288,5.8,,1009.3,
2022-08-14,27.3,23.1,32.1,0,,334,6.8,,1006.5,
2022-08-15,26.8,22.9,31.7,0,,265,8,,1007.9,
2022-08-16,27.6,23,32.5,0,,204,5.6,,1011.2,
2022-08-17,28.3,23.9,34.8,0,,289,5.4,,1009.9,
2022-08-18,30.8,23.7,37.1,0,,349,5.5,,1009.7,
2022-08-19,31.1,25.7,37.2,0,,211,4.4,,1009.3,
2022-08-20,29.8,25.7,35.9,0,,164,4.5,,1008.2,
2022-08-21,28.8,24.9,34.3,0,,47,6.8,,1004.3,
2022-08-22,27.7,24.3,32.8,1.3,,177,5.6,,1005.1,
2022-08-23,24.7,21.5,32.2,0,,90,4.3,,1008.2,
2022-08-24,22.9,20,27.6,20.1,,46,4.2,,1009.3,
2022-08-25,24.2,21,31,13.7,,21,4.9,,1009.5,
2022-08-26,24.8,21,28.4,0.9,,25,4.3,,1008.6,
2022-08-27,25.9,22.3,30,0,,161,4,,1010.5,
2022-08-28,26.8,22.8,31.5,0,,151,4.7,,1012.9,
2022-08-29,29.4,23.3,34.5,0,,15,5.1,,1012.9,
2022-08-30,28.1,23.2,33.6,0,,20,5.5,,1012.2,
2022-08-31,27.3,23.6,33.4,0,,304,5.1,,1011.7,
2022-09-01,27.7,22.9,32.6,0,,167,4.6,,1010.6,
2022-09-02,27.4,23.8,32.8,0,,150,4.5,,1010.3,
2022-09-03,27.4,23.9,32,0.3,,121,5.2,,1013,
2022-09-04,27.6,23.5,33.2,0,,24,4.8,,1016.2,
2022-09-05,25,23.5,28.3,0,,15,13.5,,1017.2,
2022-09-06,23.9,21.4,27.6,0,,8,16.5,,1017.7,
2022-09-07,24.2,21.6,28.5,0,,5,14.8,,1016.5,
2022-09-08,25.2,20,30.8,0,,2,8.5,,1016.5,
2022-09-09,25.7,21,32.7,0,,250,4.5,,1016.6,
2022-09-10,27.7,22.6,33.3,0,,333,3.9,,1013.7,
2022-09-11,28.5,23.7,34.7,0,,281,5.7,,1010.4,
2022-09-12,26.7,23.9,32.2,0,,3,7.9,,1008.5,
2022-09-13,24.8,20.8,31,0,,3,6.4,,1011.2,
2022-09-14,23.9,19.5,29.4,0,,16,4.1,,1014.8,
2022-09-15,26.5,20.6,31.6,0,,179,4,,1014.5,
2022-09-16,25.9,22,32.2,0,,143,4.4,,1011.2,
2022-09-17,26.5,22.7,31.5,0,,163,4.3,,1006.9,
2022-09-18,27.2,23.8,31.5,0,,317,9.1,,1007.5,
2022-09-19,24.6,20.9,30,0,,347,7.7,,1012.7,
2022-09-20,23.8,19.1,29.2,0,,45,6.7,,1012.6,
2022-09-21,21.7,19.7,28.4,0,,77,7.6,,1012.6,
2022-09-22,18.7,15.8,22.1,3.8,,14,9.1,,1014.8,
2022-09-23,18.8,16,23.7,0,,27,6.8,,1016.7,
2022-09-24,19.3,14.8,25.2,0,,3,5.2,,1020,
2022-09-25,21,16.4,27,0,,110,4.2,,1019.1,
2022-09-26,22,16.8,28,0,,165,5.8,,1015.7,
2022-09-27,22.8,18.7,27.2,0,,7,5.9,,1008.7,
2022-09-28,25,21.1,30.6,0.3,,291,6.6,,1008.2,
2022-09-29,24.9,19.6,30.3,0,,254,6.6,,1010.3,
2022-09-30,24.4,18.7,31.1,0,,289,3.6,,1015.2,
2022-10-01,25.6,20.8,31.4,0,,114,5.4,,1018.9,
2022-10-02,25.9,24,30.8,0,,336,12.4,,1013.7,
2022-10-03,22.8,19.5,29,0,,14,5.5,,1013.1,
2022-10-04,21.1,19.2,25.3,0,,13,9.2,,1016,
2022-10-05,19.8,17.1,23.3,0,,11,10.1,,1023.7,
2022-10-06,19.3,16.9,22.4,0,,358,12.7,,1023.6,
2022-10-07,20.1,18.1,22.7,0,,3,14.3,,1020.8,
2022-10-08,20.5,15.6,25,0,,5,8.2,,1019.4,
2022-10-09,20.4,15.7,26,0,,150,4.1,,1019.3,
2022-10-10,21.4,17,26.6,0,,7,7,,1021.3,
2022-10-11,20.6,17.2,25.1,0,,340,3.7,,1020.1,
2022-10-12,20.8,17.9,24.8,0.8,,14,5,,1019.9,
2022-10-13,20.3,17.4,24.2,0,,4,5.9,,1020.3,
2022-10-14,18.8,17.4,20.4,3.9,,54,6.2,,1014.3,
2022-10-15,17.7,16.8,19,0.5,,3,12.4,,1012.9,
2022-10-16,18.8,17.3,21.8,0,,0,16.3,,1020.1,
2022-10-17,18.4,16.5,21.6,0,,0,15.1,,1026.1,
2022-10-18,18.8,17.4,21.3,0,,357,16,,1024.4,
2022-10-19,19,16.1,23.5,0,,344,6.6,,1018.1,
2022-10-20,19,14.8,24.4,0,,5,6.6,,1018.5,
2022-10-21,18.5,16.2,22,0,,8,11.4,,1022.9,
2022-10-22,17.5,14,22.4,0,,5,5.4,,1024.1,
2022-10-23,19.2,15.2,24.6,0,,0,2,,1022.2,
2022-10-24,21.1,18.2,25.7,0,,348,2.7,,1022.1,
2022-10-25,21.1,18.1,25.8,0,,47,2,,1019,
2022-10-26,20.8,17.3,25.8,0,,14,3.1,,1018.5,
2022-10-27,21.2,18.3,25.5,0,,3,6.9,,1023.1,
2022-10-28,20,18.1,23.3,0,,359,13.6,,1024.5,
2022-10-29,18.8,16.7,22.4,0,,0,14.1,,1022.1,
2022-10-30,18.7,16.3,23.1,0,,357,9.9,,1019.6,
2022-10-31,19.3,15,24.1,0,,354,5.9,,1018.6,
2022-11-01,20.2,17.9,24.1,0,,357,10.1,,1021.5,
2022-11-02,20.2,16.3,25.5,0,,345,4.4,,1020.9,
2022-11-03,20.2,17,25.5,0,,344,2.2,,1018.9,
2022-11-04,19.4,16.9,24.2,0,,119,2.8,,1016.3,
2022-11-05,19.6,17.3,23.2,1.1,,150,8.6,,1013.1,
2022-11-06,17.7,15.2,19.5,38.2,,130,12,,1010,
2022-11-07,17.1,15.1,20.6,0,,7,7.5,,1015.7,
2022-11-08,16.9,14,21.3,0,,359,5.4,,1020,
2022-11-09,16.9,14.3,21.4,0,,13,4.3,,1021.2,
2022-11-10,16.8,14.2,21.1,0,,10,4.6,,1022.8,
2022-11-11,16.6,13.8,20.5,0,,2,6.2,,1025.4,
2022-11-12,15,13.9,16.5,0,,6,8.4,,1025.2,
2022-11-13,15.7,12.8,20.2,0,,21,4,,1026.8,
2022-11-14,15.9,13.5,20,0,,358,4.6,,1023.9,
2022-11-15,15.5,12.8,19.7,0,,12,3.1,,1019.4,
2022-11-16,16.9,14.3,20.7,0,,327,3.1,,1012.7,
2022-11-17,18.5,16.1,21.8,0,,155,5.2,,1008.8,
2022-11-18,19.5,17.5,23,0,,179,4,,1008,
2022-11-19,20.5,18.4,24.4,0,,154,5.9,,1013.8,
2022-11-20,21.1,20.3,23.1,0,,160,12.5,,1014.6,
2022-11-21,19.3,16.2,21.2,1.3,,226,11.6,,1010.7,
2022-11-22,16.8,13.5,19.9,0,,224,8.6,,1012.8,
2022-11-23,17.3,14.6,18.8,6,,207,9.7,,1006.9,
2022-11-24,15.2,12.7,18.7,0,,307,7.2,,1008.1,
2022-11-25,13.7,11.8,16.8,0,,329,8.6,,1016.1,
2022-11-26,12.7,10.1,16.3,0,,17,4.8,,1021.7,
2022-11-27,12.8,12.1,14.1,0,,25,11.2,,1020,
2022-11-28,11.3,10.2,12.5,0.1,,358,10.8,,1015.9,
2022-11-29,11.7,9.5,13.7,0,,350,7.7,,1014,
2022-11-30,13.2,11.5,14.2,22.6,,55,7.9,,1011.7,
2022-12-01,15.2,12.6,18,11.6,,158,7.3,,1011.5,
2022-12-02,14.4,10,18.6,0,,6,3.4,,1019.5,
2022-12-03,14.7,13.2,17,0,,39,6.3,,1023.1,
2022-12-04,13.9,12.1,18.5,0,,21,5.2,,1024.5,
2022-12-05,14.1,12.6,16.7,0,,31,3.8,,1024.4,
2022-12-06,13.8,11.6,16.4,0,,39,1.8,,1021.3,
2022-12-07,14.8,13.2,18.2,0.6,,98,5.4,,1016.4,
2022-12-08,16.1,12.5,20.2,0.8,,101,3.1,,1016.4,
2022-12-09,17.2,15,20,0,,103,5,,1017.6,
2022-12-10,18.2,17.1,19.6,0,,149,9.6,,1012.9,
2022-12-11,17.8,14.5,19.2,0.1,,185,13.4,,1003.9,
2022-12-12,16.2,14.8,18.6,0,,308,4.1,,1007.5,
2022-12-13,15.4,13.2,17,0,,358,5.1,,1008.9,
2022-12-14,14.4,13.2,16,0,,68,5.3,,1012.8,
2022-12-15,17.8,15.5,20.4,0,,138,5.5,,1012.9,
2022-12-16,17.7,14,22.4,0,,101,4.7,,1018.1,
2022-12-17,18.2,15.7,21.6,0,,125,5.9,,1019.7,
2022-12-18,17.2,14.5,20.5,0,,68,5.4,,1023.4,
2022-12-19,13.2,10.5,15.2,0,,16,12.8,,1029.4,
2022-12-20,9.4,8.5,10.6,0,,359,15.1,,1029.1,
2022-12-21,9.7,6.7,13.2,0,,345,6,,1023,
2022-12-22,9.2,6,14.2,0,,6,2,,1018.9,
2022-12-23,11.8,9.7,15.7,0,,8,2.2,,1016.1,
2022-12-24,11.7,8.2,16.2,0,,5,2.6,,1016.9,
2022-12-25,13.1,9.2,19.2,0,,6,3,,1021.4,
2022-12-26,13.3,10.9,18,0,,61,3.3,,1027.6,
2022-12-27,13.8,10.8,18.7,0,,357,2.4,,1025.1,
2022-12-28,13.6,11.2,17.2,0,,28,3.2,,1025.3,
2022-12-29,13.3,10.6,18,0,,9,2.2,,1026.6,
2022-12-30,13,10.2,18.3,0,,31,2.7,,1027.5,
2022-12-31,13.3,10.7,17.4,0,,10,3.2,,1029.4,
2023-01-01,13,10.2,17.6,0,,16,4.5,,1030.8,
2023-01-02,11.9,8.7,16.8,0,,346,3.5,,1030.4,
2023-01-03,11.9,9.3,16.2,0,,102,3,,1027.7,
2023-01-04,12.6,9.6,18.2,0,,17,2.7,,1025,
2023-01-05,12.2,8.3,17.7,0,,354,2.6,,1022.5,
2023-01-06,12.8,10,18.7,0,,338,3.8,,1021.3,
2023-01-07,13.1,9.5,18.7,0,,15,4.8,,1023.2,
2023-01-08,12.2,8.7,17,0,,5,2.9,,1021.7,
2023-01-09,12.4,8.6,17.2,0,,126,4.2,,1019.9,
2023-01-10,13.6,11.8,16.5,9.4,,228,11.3,,1011,
2023-01-11,11.2,7.6,14.2,0,,336,4.7,,1011.6,
2023-01-12,10.6,7.1,16,0,,333,5.1,,1016.4,
2023-01-13,11.1,9,14.2,0.1,,347,6.8,,1018.2,
2023-01-14,10.4,6.4,16.1,0,,354,3.4,,1018.9,
2023-01-15,10.9,7.4,14.8,0,,2,6.4,,1018.8,
2023-01-16,12.2,7.9,17.1,0,,144,4.3,,1015.8,
2023-01-17,16.4,14.4,19,0,,184,13,,1011.6,
2023-01-18,16.9,15.9,19.6,0,,172,17.7,,1012.8,
2023-01-19,16.5,15.3,19.3,0,,162,16.4,,1014.7,
2023-01-20,13.4,10.5,16.3,5.3,10,216,12.8,,1010.9,
2023-01-21,14.9,9.9,18.8,1.3,,171,13.7,,1013.8,
2023-01-22,14.3,11.2,18.8,3.3,,136,6.6,,1018.5,
2023-01-23,14.8,12.6,19,0,,126,6.1,,1021.9,
2023-01-24,13.9,11.1,17.2,1.1,,69,4,,1024.2,
2023-01-25,11.3,10.2,12.7,0,,63,12.5,,1023.4,
2023-01-26,10.1,7.7,12,22.2,,48,10,,1012.8,
2023-01-27,10.6,7.9,13,4.3,,4,3.9,,1005.9,
2023-01-28,11.2,9.2,14.7,2,,352,5.1,,1011,
2023-01-29,10.2,8.1,13.2,5.1,10,14,7.3,,1016.7,
2023-01-30,8.8,7.2,11.5,0,,7,5.7,,1016.2,
2023-01-31,8.5,6.6,11.1,0,,356,7,,1012.9,
2023-02-01,8.1,4.2,11.4,0,,343,9,,1019.8,
2023-02-02,10.8,5.8,15.8,0,,337,7.1,,1020.8,
2023-02-03,9.4,6.7,14.1,0,,336,7.2,,1021.6,
2023-02-04,9.5,6.2,13,2.7,,346,6.7,,1015.3,
2023-02-05,4.9,2.2,9.3,12.6,,335,14.8,,1012.2,
2023-02-06,3,0,6.6,8.9,,347,13,,1020.8,
2023-02-07,3.4,1.7,4.9,0,,357,12.1,,1027.6,
2023-02-08,3.6,1.5,6.3,0,,13,10.6,,1032.5,
2023-02-09,5,2.2,8.5,0.3,,8,11.8,,1032.3,
2023-02-10,6.9,6,8.7,0,,13,12.7,,1031.4,
2023-02-11,7,4.6,10,0,,3,9.8,,1031.2,
2023-02-12,7.3,3.1,13.6,0,,1,4.1,,1027.9,
2023-02-13,8.6,6.1,11.3,0,,4,13,,1032.4,
2023-02-14,9,5.7,13.7,0,,333,6.6,,1028.2,
2023-02-15,8.5,6.1,11.8,0,,355,5.9,,1029.1,
2023-02-16,9.1,5.2,14.2,0,,346,3.7,,1030.9,
2023-02-17,11.2,7.5,15.7,0,,76,3.9,,1028.7,
2023-02-18,12.6,7.6,18.5,0,,356,4.9,,1026.4,
2023-02-19,14,11,18.2,0,,296,7.7,,1022.4,
2023-02-20,14.8,10.7,20.6,0,,337,7.2,,1020.9,
2023-02-21,14,9.2,20.3,0,,341,3.8,,1020.9,
2023-02-22,14.4,10.2,18.8,0,,38,3.1,,1015.8,
2023-02-23,13.9,10.8,18.2,0,,75,2.8,,1015.6,
2023-02-24,14.4,11.4,18.6,0,,72,3.5,,1016.3,
2023-02-25,14.4,11,18.7,0,,91,5.2,,1014.3,
2023-02-26,16.1,14,18.7,0,,132,13.3,,1012.4,
2023-02-27,17.2,15.6,20,0,,136,9.6,,1016,
2023-02-28,16.6,13.5,18.7,0,,47,6.2,,1018,
2023-03-01,14.7,11.1,20.4,0,,24,5.5,,1016.9,
2023-03-02,13.5,11.1,16.2,4.4,,28,6.2,,1016.3,
2023-03-03,15.1,9.3,18.3,0.1,,303,4.8,,1016.4,
2023-03-04,14.1,12.7,17.5,4.7,,139,8.7,,1014.9,
2023-03-05,13.5,11.1,17.4,3.2,,304,6.5,,1009.8,
2023-03-06,13.5,10.5,18.5,0,,326,6.1,,1013.8,
2023-03-07,14.1,11.2,17.6,0,,185,6.2,,1012.9,
2023-03-08,14,11.3,18.2,0,,261,5,,1012.4,
2023-03-09,14.8,11.8,18.7,0,,292,5.5,,1013.7,
2023-03-10,16.2,12.8,21.5,0,,205,5.1,,1010.7,
2023-03-11,17,13.9,21.7,0,,239,9,,1003.3,
2023-03-12,14.9,12.2,19,0,,351,8.3,,1006.6,
2023-03-13,11.8,8.7,14.3,0,,9,16.7,,1017.4,
2023-03-14,12,7.3,18.2,0,,3,6.8,,1015.6,
2023-03-15,13.7,10.1,17.5,0,,214,5.7,,1005.7,
2023-03-16,14.1,8.8,17.6,0,,343,5.7,,1006.8,
2023-03-17,10.5,9.5,11.7,5.7,,358,17.2,,1014.8,
2023-03-18,11.3,9,14.8,0,,4,10.8,,1018.8,
2023-03-19,12.4,8,17.5,0,,354,7.7,,1020.7,
2023-03-20,14,9.3,20.2,0,,26,3.1,,1019.2,
2023-03-21,13.9,10.5,17.7,0.4,,53,2.4,,1013.9,
2023-03-22,14.3,10.2,18.7,3.6,,355,5.6,,1011.9,
2023-03-23,14.5,11.1,18.4,0,,13,8,,1015.6,
